user_id,application_id,status_id,response,hours_online,program_name,application_type_name,payment_plan,professional_assoc,referrer,practice_type,home_state,work_state,gender,home_country,work_country,job_title,curriculum_id,sum
6843,13717,G,1,280,IHeLp 2017 Spring,Scholarship,6 Monthly Payments,Other,CIM faculty,Pediatrics,CO,CO,F,USA,USA,Physician Assistant Pediatrics,Orientation,674.9571352777778
7168,6111,G,34,5938,IHeLp 2014 Summer,Regular,6 monthly payments,TCM/OM practitioner,AF member,Other,,,F,,,,Unit 3,847.0950344444444
7168,6111,G,36,11564,IHeLp 2014 Summer,Regular,6 monthly payments,TCM/OM practitioner,AF member,Other,,,F,,,,Unit 2,946.0138088888887
7168,6111,G,25,2500,IHeLp 2014 Summer,Regular,6 monthly payments,TCM/OM practitioner,AF member,Other,,,F,,,,Unit 4,661.1627169444445
7168,6111,G,44,7345,IHeLp 2014 Summer,Regular,6 monthly payments,TCM/OM practitioner,AF member,Other,,,F,,,,Unit 1,920.192505
7199,6380,G,44,4316,IHeLp 2014 Summer,Regular,1 Payment,Registered Dietitian,CIM faculty,Other,,,F,,,,Unit 1,795.2672722222223
7199,6380,G,17,7070,IHeLp 2014 Summer,Regular,1 Payment,Registered Dietitian,CIM faculty,Other,,,F,,,,Unit 2,937.773185277778
7199,6380,G,29,3581,IHeLp 2014 Summer,Regular,1 Payment,Registered Dietitian,CIM faculty,Other,,,F,,,,Unit 3,1012.1172966666667
7199,6380,G,33,1653,IHeLp 2014 Summer,Regular,1 Payment,Registered Dietitian,CIM faculty,Other,,,F,,,,Unit 4,721.9590386111109
8451,6120,G,39,8677,IHeLp 2014 Summer,Regular,2 Payments,Registered Nurse,DrWeil,Other,,,F,Canada,,Registered Nurse,Unit 1,888.3969208333333
8451,6120,G,21,2954,IHeLp 2014 Summer,Regular,2 Payments,Registered Nurse,DrWeil,Other,,,F,Canada,,Registered Nurse,Unit 4,679.5151194444445
8451,6120,G,20,13662,IHeLp 2014 Summer,Regular,2 Payments,Registered Nurse,DrWeil,Other,,,F,Canada,,Registered Nurse,Unit 2,871.152761388889
8451,6120,G,20,7016,IHeLp 2014 Summer,Regular,2 Payments,Registered Nurse,DrWeil,Other,,,F,Canada,,Registered Nurse,Unit 3,962.8013333333333
8956,16990,W,1,289,IHeLp 2018 Spring,Scholarship,2 Payments,Advanced Practice Nurse,DrWeil,Sub,CT,CT,F,US,United States of America (the),Jungian Analyst and Clinical Specialist,Orientation,16.629543055555555
8956,16990,W,52,1982,IHeLp 2018 Spring,Scholarship,2 Payments,Advanced Practice Nurse,DrWeil,Sub,CT,CT,F,US,United States of America (the),Jungian Analyst and Clinical Specialist,Unit 1,777.4634924999998
9005,6672,G,22,2402,IHeLp 2014 Summer,Regular,6 monthly payments,Other,Prevention,Other,,,M,Canada,Canada,Registered Pharmacist,Unit 4,717.0836955555556
9005,6672,G,19,5705,IHeLp 2014 Summer,Regular,6 monthly payments,Other,Prevention,Other,,,M,Canada,Canada,Registered Pharmacist,Unit 3,547.5422994444443
9005,6672,G,21,11109,IHeLp 2014 Summer,Regular,6 monthly payments,Other,Prevention,Other,,,M,Canada,Canada,Registered Pharmacist,Unit 2,1007.6306191666665
9005,6672,G,44,7356,IHeLp 2014 Summer,Regular,6 monthly payments,Other,Prevention,Other,,,M,Canada,Canada,Registered Pharmacist,Unit 1,871.1212902777777
9497,6534,G,18,4296,IHeLp 2014 Summer,Regular,1 Payment,Registered Nurse,AF member,Specialty Not Listed,OH,,M,USA,,Registered Nurse,Unit 3,706.8934672222223
9497,6534,G,47,5288,IHeLp 2014 Summer,Regular,1 Payment,Registered Nurse,AF member,Specialty Not Listed,OH,,M,USA,,Registered Nurse,Unit 1,964.6784458333333
9497,6534,G,25,1873,IHeLp 2014 Summer,Regular,1 Payment,Registered Nurse,AF member,Specialty Not Listed,OH,,M,USA,,Registered Nurse,Unit 4,675.3225897222222
9497,6534,G,18,8483,IHeLp 2014 Summer,Regular,1 Payment,Registered Nurse,AF member,Specialty Not Listed,OH,,M,USA,,Registered Nurse,Unit 2,850.6396883333333
9925,8366,G,28,9329,IHeLp 2015 Summer,Scholarship,1 Payment,Registered Dietitian,Other,Other,CA,,F,,,Clinical Dietitian,Unit 2,959.6830302777777
9925,8366,G,1,406,IHeLp 2015 Summer,Scholarship,1 Payment,Registered Dietitian,Other,Other,CA,,F,,,Clinical Dietitian,Orientation,266.4812
9925,8366,G,23,3245,IHeLp 2015 Summer,Scholarship,1 Payment,Registered Dietitian,Other,Other,CA,,F,,,Clinical Dietitian,Unit 4,1004.15254
9925,8366,G,25,11965,IHeLp 2015 Summer,Scholarship,1 Payment,Registered Dietitian,Other,Other,CA,,F,,,Clinical Dietitian,Unit 3,991.6020744444444
9925,8366,G,52,9735,IHeLp 2015 Summer,Scholarship,1 Payment,Registered Dietitian,Other,Other,CA,,F,,,Clinical Dietitian,Unit 1,967.0262133333333
10429,6176,G,23,8201,IHeLp 2014 Summer,Regular,1 Payment,Registered Dietitian,Brochure/Mailing,Other,FL,FL,F,USA,USA,Oncology Dietitian,Unit 3,715.2135777777777
10429,6176,G,36,10359,IHeLp 2014 Summer,Regular,1 Payment,Registered Dietitian,Brochure/Mailing,Other,FL,FL,F,USA,USA,Oncology Dietitian,Unit 1,785.4134230555555
10429,6176,G,31,16186,IHeLp 2014 Summer,Regular,1 Payment,Registered Dietitian,Brochure/Mailing,Other,FL,FL,F,USA,USA,Oncology Dietitian,Unit 2,910.7468191666667
10429,6176,G,20,3453,IHeLp 2014 Summer,Regular,1 Payment,Registered Dietitian,Brochure/Mailing,Other,FL,FL,F,USA,USA,Oncology Dietitian,Unit 4,761.5045066666668
11066,6130,G,22,4862,IHeLp 2014 Summer,Regular,1 Payment,Registered Dietitian,Other,Other,CA,CA,F,US,US,,Unit 3,1012.0107138888887
11066,6130,G,26,9225,IHeLp 2014 Summer,Regular,1 Payment,Registered Dietitian,Other,Other,CA,CA,F,US,US,,Unit 2,943.0903222222224
11066,6130,G,50,5859,IHeLp 2014 Summer,Regular,1 Payment,Registered Dietitian,Other,Other,CA,CA,F,US,US,,Unit 1,952.1901658333335
11066,6130,G,30,2119,IHeLp 2014 Summer,Regular,1 Payment,Registered Dietitian,Other,Other,CA,CA,F,US,US,,Unit 4,732.0700127777777
12212,8573,D,1,124,IHeLp 2015 Summer,Scholarship,1 Payment,Registered Nurse,Other,Other,CA,CA,F,US,US,,Orientation,48.53401833333333
12212,10014,G,37,8089,IHeLp 2016 Summer,Scholarship,1 Payment,Registered Nurse,Other,Other,CA,CA,F,US,US,,Unit 3,870.7441822222223
12212,10014,G,54,6497,IHeLp 2016 Summer,Scholarship,1 Payment,Registered Nurse,Other,Other,CA,CA,F,US,US,,Unit 1,918.005063611111
12212,8573,D,54,1550,IHeLp 2015 Summer,Scholarship,1 Payment,Registered Nurse,Other,Other,CA,CA,F,US,US,,Unit 1,1077.7968575
12212,10014,G,47,5834,IHeLp 2016 Summer,Scholarship,1 Payment,Registered Nurse,Other,Other,CA,CA,F,US,US,,Unit 2,853.5594672222223
12212,8573,D,49,1550,IHeLp 2015 Summer,Scholarship,1 Payment,Registered Nurse,Other,Other,CA,CA,F,US,US,,Unit 1,1077.7968575
12212,10014,G,49,6497,IHeLp 2016 Summer,Scholarship,1 Payment,Registered Nurse,Other,Other,CA,CA,F,US,US,,Unit 1,918.005063611111
12212,10014,G,1,530,IHeLp 2016 Summer,Scholarship,1 Payment,Registered Nurse,Other,Other,CA,CA,F,US,US,,Orientation,18.455494166666664
12212,10014,G,29,2254,IHeLp 2016 Summer,Scholarship,1 Payment,Registered Nurse,Other,Other,CA,CA,F,US,US,,Unit 4,973.1044630555556
12514,15186,G,35,4658,IHeLp 2017 Summer,Regular,6 Monthly Payments,Registered Dietitian,DrWeil,Other,WA,WA,F,US,USA,,Unit 2,953.6881083333333
12514,15186,G,56,4860,IHeLp 2017 Summer,Regular,6 Monthly Payments,Registered Dietitian,DrWeil,Other,WA,WA,F,US,USA,,Unit 1,935.7267955555556
12514,15186,G,38,1823,IHeLp 2017 Summer,Regular,6 Monthly Payments,Registered Dietitian,DrWeil,Other,WA,WA,F,US,USA,,Unit 4,670.6625727777778
12514,15186,G,40,6075,IHeLp 2017 Summer,Regular,6 Monthly Payments,Registered Dietitian,DrWeil,Other,WA,WA,F,US,USA,,Unit 3,824.1612402777777
12598,6573,G,36,10133,IHeLp 2014 Summer,Regular,1 Payment,Registered Nurse,Other,Other,AZ,AZ,F,,US,Instructor Tai Chi-GroupFitness-IHeLp,Unit 3,966.7534880555555
12598,6573,G,41,4267,IHeLp 2014 Summer,Regular,1 Payment,Registered Nurse,Other,Other,AZ,AZ,F,,US,Instructor Tai Chi-GroupFitness-IHeLp,Unit 4,954.9688252777777
12598,6573,G,49,12800,IHeLp 2014 Summer,Regular,1 Payment,Registered Nurse,Other,Other,AZ,AZ,F,,US,Instructor Tai Chi-GroupFitness-IHeLp,Unit 1,949.3205152777778
12598,6573,G,26,20266,IHeLp 2014 Summer,Regular,1 Payment,Registered Nurse,Other,Other,AZ,AZ,F,,US,Instructor Tai Chi-GroupFitness-IHeLp,Unit 2,961.4199152777776
13253,8615,D,28,3969,IHeLp 2015 Summer,Regular,1 Payment,Therapist,Other,Other,,WV,F,UAE,United Arab Emirates,,Unit 2,1511.4140905555555
13253,8615,D,43,4234,IHeLp 2015 Summer,Regular,1 Payment,Therapist,Other,Other,,WV,F,UAE,United Arab Emirates,,Unit 1,613.7260294444444
13910,9094,G,25,8770,IHeLp 2016 Spring,Regular,1 Payment,Dentist,Web,Other,NC,NC,F,United Sta,United States,Pediatric Dentist/Owner,Unit 2,981.6382047222223
13910,9094,G,51,9532,IHeLp 2016 Spring,Regular,1 Payment,Dentist,Web,Other,NC,NC,F,United Sta,United States,Pediatric Dentist/Owner,Unit 1,969.3424380555556
13910,9094,G,33,11820,IHeLp 2016 Spring,Regular,1 Payment,Dentist,Web,Other,NC,NC,F,United Sta,United States,Pediatric Dentist/Owner,Unit 3,1005.0531180555556
13910,9094,G,28,3241,IHeLp 2016 Spring,Regular,1 Payment,Dentist,Web,Other,NC,NC,F,United Sta,United States,Pediatric Dentist/Owner,Unit 4,1370.0807266666668
13910,9094,G,1,381,IHeLp 2016 Spring,Regular,1 Payment,Dentist,Web,Other,NC,NC,F,United Sta,United States,Pediatric Dentist/Owner,Orientation,0.7691022222222222
14044,10342,W,1,8,IHeLp 2016 Summer,Scholarship,6 Monthly Payments,Other,CIM faculty,Other,AZ,AZ,F,US,US,,Orientation,0.32681944444444444
16274,7237,G,45,6059,IHeLp 2014 Winter,Regular Discounted,1 Payment,Certified Clinical Nutritionist,,,AZ,AZ,F,US,US,,Unit 1,960.4147230555556
16274,7237,G,31,7573,IHeLp 2014 Winter,Regular Discounted,1 Payment,Certified Clinical Nutritionist,,,AZ,AZ,F,US,US,,Unit 3,1084.801502222222
16274,7237,G,27,5932,IHeLp 2014 Winter,Regular Discounted,1 Payment,Certified Clinical Nutritionist,,,AZ,AZ,F,US,US,,Unit 2,980.817208611111
16274,7237,G,34,2020,IHeLp 2014 Winter,Regular Discounted,1 Payment,Certified Clinical Nutritionist,,,AZ,AZ,F,US,US,,Unit 4,1273.7583833333333
16435,7215,G,25,4089,IHeLp 2014 Winter,Regular Discounted,1 Payment,Registered Nurse,,,AZ,,F,US,,Holistic Nurse,Unit 2,1219.4861577777776
16435,7215,G,29,5174,IHeLp 2014 Winter,Regular Discounted,1 Payment,Registered Nurse,,,AZ,,F,US,,Holistic Nurse,Unit 3,736.7112147222223
16435,7215,G,26,1419,IHeLp 2014 Winter,Regular Discounted,1 Payment,Registered Nurse,,,AZ,,F,US,,Holistic Nurse,Unit 4,767.3446858333333
16435,7215,G,40,4172,IHeLp 2014 Winter,Regular Discounted,1 Payment,Registered Nurse,,,AZ,,F,US,,Holistic Nurse,Unit 1,1082.6286372222226
17210,8369,W,1,164,IHeLp 2015 Summer,Scholarship,1 Payment,Registered Nurse,AF member,Specialty Not Listed,NM,,F,US,,Wellness Coach,Orientation,386.0259261111111
17210,8369,W,49,3934,IHeLp 2015 Summer,Scholarship,1 Payment,Registered Nurse,AF member,Specialty Not Listed,NM,,F,US,,Wellness Coach,Unit 1,901.1926261111109
17210,8369,W,28,4918,IHeLp 2015 Summer,Scholarship,1 Payment,Registered Nurse,AF member,Specialty Not Listed,NM,,F,US,,Wellness Coach,Unit 3,878.3331633333332
17210,8369,W,30,3770,IHeLp 2015 Summer,Scholarship,1 Payment,Registered Nurse,AF member,Specialty Not Listed,NM,,F,US,,Wellness Coach,Unit 2,804.1938508333333
17948,6123,G,33,6066,IHeLp 2016 Spring,Scholarship,1 Payment,Counselor,DrWeil,Specialty Not Listed,AZ,AZ,F,US,US,Doctor of Behavioral Health,Unit 2,795.6250022222223
17948,6123,G,32,7582,IHeLp 2016 Spring,Scholarship,1 Payment,Counselor,DrWeil,Specialty Not Listed,AZ,AZ,F,US,US,Doctor of Behavioral Health,Unit 3,315.5152472222222
17948,6123,G,59,6066,IHeLp 2016 Spring,Scholarship,1 Payment,Counselor,DrWeil,Specialty Not Listed,AZ,AZ,F,US,US,Doctor of Behavioral Health,Unit 1,721.9166697222223
17948,6123,G,1,253,IHeLp 2016 Spring,Scholarship,1 Payment,Counselor,DrWeil,Specialty Not Listed,AZ,AZ,F,US,US,Doctor of Behavioral Health,Orientation,0.7852927777777778
17948,6123,G,25,2148,IHeLp 2016 Spring,Scholarship,1 Payment,Counselor,DrWeil,Specialty Not Listed,AZ,AZ,F,US,US,Doctor of Behavioral Health,Unit 4,555.9643419444443
18132,9030,G,34,5672,IHeLp 2016 Spring,Scholarship,6 Monthly Payments,Registered Nurse,Web,Other,AZ,AZ,F,US,US,Nurse Educator,Unit 2,863.1166608333333
18132,9030,G,53,6041,IHeLp 2016 Spring,Scholarship,6 Monthly Payments,Registered Nurse,Web,Other,AZ,AZ,F,US,US,Nurse Educator,Unit 1,933.088557777778
18132,9030,G,21,1973,IHeLp 2016 Spring,Scholarship,6 Monthly Payments,Registered Nurse,Web,Other,AZ,AZ,F,US,US,Nurse Educator,Unit 4,1058.4513463888886
18132,9030,G,28,7521,IHeLp 2016 Spring,Scholarship,6 Monthly Payments,Registered Nurse,Web,Other,AZ,AZ,F,US,US,Nurse Educator,Unit 3,938.0509694444444
18826,6452,G,42,2407,IHeLp 2014 Summer,Regular,6 monthly payments,Therapist,AF member,Other,WA,WA,F,US,US,Psychotherapist - Adult/Family,Unit 4,792.7979975000002
18826,6452,G,36,11282,IHeLp 2014 Summer,Regular,6 monthly payments,Therapist,AF member,Other,WA,WA,F,US,US,Psychotherapist - Adult/Family,Unit 2,889.3965080555556
18826,6452,G,48,7371,IHeLp 2014 Summer,Regular,6 monthly payments,Therapist,AF member,Other,WA,WA,F,US,US,Psychotherapist - Adult/Family,Unit 1,791.829195
18826,6452,G,40,5716,IHeLp 2014 Summer,Regular,6 monthly payments,Therapist,AF member,Other,WA,WA,F,US,US,Psychotherapist - Adult/Family,Unit 3,270.6837341666667
18870,6577,D,42,3507,IHeLp 2015 Summer,Scholarship,1 Payment,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 1,958.7319127777777
18870,6577,D,1,286,IHeLp 2015 Summer,Scholarship,1 Payment,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Orientation,15.547812777777775
18870,6577,D,44,3507,IHeLp 2015 Summer,Scholarship,1 Payment,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 1,958.7319127777777
18870,6577,D,26,3650,IHeLp 2015 Summer,Scholarship,1 Payment,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 2,1175.8257502777776
18870,9047,G,25,5687,IHeLp 2016 Spring,Regular Discounted,1 Payment,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 2,867.4164655555555
18870,6577,D,25,3650,IHeLp 2015 Summer,Scholarship,1 Payment,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 2,1175.8257502777776
18870,9047,G,26,5687,IHeLp 2016 Spring,Regular Discounted,1 Payment,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 2,867.4164655555555
18870,9047,G,44,6058,IHeLp 2016 Spring,Regular Discounted,1 Payment,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 1,782.2191177777777
18870,9047,G,24,7418,IHeLp 2016 Spring,Regular Discounted,1 Payment,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 3,993.851581111111
18870,9047,G,1,495,IHeLp 2016 Spring,Regular Discounted,1 Payment,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Orientation,223.165075
18870,9047,G,42,6058,IHeLp 2016 Spring,Regular Discounted,1 Payment,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 1,782.2191177777777
18870,9047,G,21,2102,IHeLp 2016 Spring,Regular Discounted,1 Payment,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 4,1022.9680025
19201,6172,G,30,13449,IHeLp 2014 Summer,Regular,1 Payment,Registered Nurse,DrWeil,Surgery,TX,,F,US,,RN,Unit 2,966.5657227777778
19201,6172,G,27,6906,IHeLp 2014 Summer,Regular,1 Payment,Registered Nurse,DrWeil,Surgery,TX,,F,US,,RN,Unit 3,919.5482877777777
19201,6172,G,41,8542,IHeLp 2014 Summer,Regular,1 Payment,Registered Nurse,DrWeil,Surgery,TX,,F,US,,RN,Unit 1,807.9082547222223
19201,6172,G,25,2908,IHeLp 2014 Summer,Regular,1 Payment,Registered Nurse,DrWeil,Surgery,TX,,F,US,,RN,Unit 4,942.0057694444445
19237,6094,G,10,753,IHeLp 2014 Summer,Regular,6 monthly payments,Psychologist,DrWeil,Other,,NM,M,,,,Unit 4,973.6066394444445
19237,6094,G,14,3529,IHeLp 2014 Summer,Regular,6 monthly payments,Psychologist,DrWeil,Other,,NM,M,,,,Unit 2,1010.7252641666665
19237,6094,G,43,2305,IHeLp 2014 Summer,Regular,6 monthly payments,Psychologist,DrWeil,Other,,NM,M,,,,Unit 1,827.1418477777777
22349,8577,G,1,293,IHeLp 2015 Summer,Scholarship,1 Payment,Registered Nurse,,,WI,WI,F,US,US,RN Care Coordinator,Orientation,8.0598475
22349,8577,G,27,6896,IHeLp 2015 Summer,Scholarship,1 Payment,Registered Nurse,,,WI,WI,F,US,US,RN Care Coordinator,Unit 2,933.6694808333333
22349,8577,G,60,7043,IHeLp 2015 Summer,Scholarship,1 Payment,Registered Nurse,,,WI,WI,F,US,US,RN Care Coordinator,Unit 1,959.0701838888887
22349,8577,G,26,8950,IHeLp 2015 Summer,Scholarship,1 Payment,Registered Nurse,,,WI,WI,F,US,US,RN Care Coordinator,Unit 3,1123.1972877777778
22349,8577,G,32,2348,IHeLp 2015 Summer,Scholarship,1 Payment,Registered Nurse,,,WI,WI,F,US,US,RN Care Coordinator,Unit 4,1117.1972444444446
23965,8210,G,33,15719,IHeLp 2015 Summer,Scholarship,1 Payment,Registered Nurse,DrWeil_event,Other,,,F,Australia,Australia,theatre scrub nurse,Unit 3,695.7587347222221
23965,8210,G,37,4381,IHeLp 2015 Summer,Scholarship,1 Payment,Registered Nurse,DrWeil_event,Other,,,F,Australia,Australia,theatre scrub nurse,Unit 4,645.7586533333333
23965,8210,G,58,12627,IHeLp 2015 Summer,Scholarship,1 Payment,Registered Nurse,DrWeil_event,Other,,,F,Australia,Australia,theatre scrub nurse,Unit 1,957.3885483333332
23965,8210,G,1,515,IHeLp 2015 Summer,Scholarship,1 Payment,Registered Nurse,DrWeil_event,Other,,,F,Australia,Australia,theatre scrub nurse,Orientation,0.9095608333333332
23965,8210,G,36,12884,IHeLp 2015 Summer,Scholarship,1 Payment,Registered Nurse,DrWeil_event,Other,,,F,Australia,Australia,theatre scrub nurse,Unit 2,928.2857286111113
24073,6096,G,43,8724,IHeLp 2014 Summer,Regular,2 Payments,Registered Nurse,DrWeil_event,Other,CO,,F,,,Integrative Health Coach,Unit 1,847.4004433333333
24073,6096,G,29,13450,IHeLp 2014 Summer,Regular,2 Payments,Registered Nurse,DrWeil_event,Other,CO,,F,,,Integrative Health Coach,Unit 2,857.3927913888889
24073,6096,G,29,6907,IHeLp 2014 Summer,Regular,2 Payments,Registered Nurse,DrWeil_event,Other,CO,,F,,,Integrative Health Coach,Unit 3,679.3158902777778
24073,6096,G,34,2908,IHeLp 2014 Summer,Regular,2 Payments,Registered Nurse,DrWeil_event,Other,CO,,F,,,Integrative Health Coach,Unit 4,730.373765
24124,6174,G,18,5775,IHeLp 2014 Summer,Regular,2 Payments,Registered Nurse,Other,Fam_Prac,NC,NC,F,US,US,Division Officer,Unit 2,1058.006536111111
24124,6174,G,26,2743,IHeLp 2014 Summer,Regular,2 Payments,Registered Nurse,Other,Fam_Prac,NC,NC,F,US,US,Division Officer,Unit 3,788.81899
24124,6174,G,12,1227,IHeLp 2014 Summer,Regular,2 Payments,Registered Nurse,Other,Fam_Prac,NC,NC,F,US,US,Division Officer,Unit 4,758.8843005555556
24124,6174,G,37,3682,IHeLp 2014 Summer,Regular,2 Payments,Registered Nurse,Other,Fam_Prac,NC,NC,F,US,US,Division Officer,Unit 1,773.0782327777777
24453,6118,G,16,3416,IHeLp 2014 Summer,Regular,6 monthly payments,Counselor,DrWeil_event,Other,TX,TX,,US,USA,CEO/Founder,Unit 3,846.4688822222223
24453,6118,G,21,6652,IHeLp 2014 Summer,Regular,6 monthly payments,Counselor,DrWeil_event,Other,TX,TX,,US,USA,CEO/Founder,Unit 2,973.5408699999999
24453,6118,G,21,1528,IHeLp 2014 Summer,Regular,6 monthly payments,Counselor,DrWeil_event,Other,TX,TX,,US,USA,CEO/Founder,Unit 4,1014.2034875
24453,6118,G,38,4225,IHeLp 2014 Summer,Regular,6 monthly payments,Counselor,DrWeil_event,Other,TX,TX,,US,USA,CEO/Founder,Unit 1,964.9789916666667
24455,6124,G,40,6128,IHeLp 2014 Summer,Regular,2 Payments,Registered Dietitian,Other,Other,IL,IL,F,US,US,Nutrition Supervisor,Unit 1,947.9306741666667
24455,6124,G,28,1961,IHeLp 2014 Summer,Regular,2 Payments,Registered Dietitian,Other,Other,IL,IL,F,US,US,Nutrition Supervisor,Unit 4,676.0909380555555
24455,6124,G,29,5025,IHeLp 2014 Summer,Regular,2 Payments,Registered Dietitian,Other,Other,IL,IL,F,US,US,Nutrition Supervisor,Unit 3,743.6691400000001
24455,6124,G,22,9683,IHeLp 2014 Summer,Regular,2 Payments,Registered Dietitian,Other,Other,IL,IL,F,US,US,Nutrition Supervisor,Unit 2,991.8026058333335
24523,6135,G,27,11292,IHeLp 2014 Summer,Regular,1 Payment,Registered Nurse,DrWeil,Other,AZ,,F,US,,VP Clinical Business Process Integration,Unit 2,848.1189005555556
24523,6135,G,34,2377,IHeLp 2014 Summer,Regular,1 Payment,Registered Nurse,DrWeil,Other,AZ,,F,US,,VP Clinical Business Process Integration,Unit 4,794.6993177777779
24523,6135,G,23,5646,IHeLp 2014 Summer,Regular,1 Payment,Registered Nurse,DrWeil,Other,AZ,,F,US,,VP Clinical Business Process Integration,Unit 3,794.9579272222223
24523,6135,G,35,7132,IHeLp 2014 Summer,Regular,1 Payment,Registered Nurse,DrWeil,Other,AZ,,F,US,,VP Clinical Business Process Integration,Unit 1,772.8584522222221
24534,6674,G,26,2135,IHeLp 2014 Summer,Regular,2 Payments,Registered Dietitian,Other,Other,,UT,F,,US,Dietetics Program Director,Unit 4,740.4514719444444
