user_id,application_id,status_id,payment_plan,response,hours_online,program_name,application_type_name,professional_assoc,referrer,practice_type,home_state,work_state,gender,home_country,work_country,job_title,curriculum_id
4349,13825,G,2 Payments,20,27537,IHeLp 2017 Summer,Regular,Registered Nurse,Other,Fam_Prac,KY,KY,F,USA,USA,Owner/Administrator,Unit 3
5965,6611,G,2 Payments,16,47252,IHeLp 2014 Summer,Regular,Registered Nurse,Other,Surgery,,,F,,,,Unit 4
5965,6611,G,2 Payments,12,56201,IHeLp 2014 Summer,Regular,Registered Nurse,Other,Surgery,,,F,,,,Unit 3
5965,6611,G,2 Payments,49,76605,IHeLp 2014 Summer,Regular,Registered Nurse,Other,Surgery,,,F,,,,Unit 1
5965,6611,G,2 Payments,28,90029,IHeLp 2014 Summer,Regular,Registered Nurse,Other,Surgery,,,F,,,,Unit 2
6843,13717,G,6 Monthly Payments,52,67927,IHeLp 2017 Spring,Scholarship,Other,CIM faculty,Pediatrics,CO,CO,F,USA,USA,Physician Assistant Pediatrics,Unit 1
6843,13717,G,6 Monthly Payments,1,8410,IHeLp 2017 Spring,Scholarship,Other,CIM faculty,Pediatrics,CO,CO,F,USA,USA,Physician Assistant Pediatrics,Orientation
6843,13717,G,6 Monthly Payments,34,67927,IHeLp 2017 Spring,Scholarship,Other,CIM faculty,Pediatrics,CO,CO,F,USA,USA,Physician Assistant Pediatrics,Unit 2
6843,13717,G,6 Monthly Payments,37,45285,IHeLp 2017 Spring,Scholarship,Other,CIM faculty,Pediatrics,CO,CO,F,USA,USA,Physician Assistant Pediatrics,Unit 4
6843,13717,G,6 Monthly Payments,40,75475,IHeLp 2017 Spring,Scholarship,Other,CIM faculty,Pediatrics,CO,CO,F,USA,USA,Physician Assistant Pediatrics,Unit 3
7168,6111,G,6 monthly payments,25,48370,IHeLp 2014 Summer,Regular,TCM/OM practitioner,AF member,Other,,,F,,,,Unit 4
7168,6111,G,6 monthly payments,34,57531,IHeLp 2014 Summer,Regular,TCM/OM practitioner,AF member,Other,,,F,,,,Unit 3
7168,6111,G,6 monthly payments,44,78419,IHeLp 2014 Summer,Regular,TCM/OM practitioner,AF member,Other,,,F,,,,Unit 1
7168,6111,G,6 monthly payments,36,92160,IHeLp 2014 Summer,Regular,TCM/OM practitioner,AF member,Other,,,F,,,,Unit 2
7199,6380,G,1 Payment,44,130992,IHeLp 2014 Summer,Regular,Registered Dietitian,CIM faculty,Other,,,F,,,,Unit 1
7199,6380,G,1 Payment,17,153946,IHeLp 2014 Summer,Regular,Registered Dietitian,CIM faculty,Other,,,F,,,,Unit 2
7199,6380,G,1 Payment,29,96101,IHeLp 2014 Summer,Regular,Registered Dietitian,CIM faculty,Other,,,F,,,,Unit 3
7199,6380,G,1 Payment,33,80799,IHeLp 2014 Summer,Regular,Registered Dietitian,CIM faculty,Other,,,F,,,,Unit 4
8451,6120,G,2 Payments,20,188335,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil,Other,,,F,Canada,,Registered Nurse,Unit 2
8451,6120,G,2 Payments,20,117569,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil,Other,,,F,Canada,,Registered Nurse,Unit 3
8451,6120,G,2 Payments,21,98848,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil,Other,,,F,Canada,,Registered Nurse,Unit 4
8451,6120,G,2 Payments,39,160253,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil,Other,,,F,Canada,,Registered Nurse,Unit 1
8956,16990,W,2 Payments,1,8490,IHeLp 2018 Spring,Scholarship,Advanced Practice Nurse,DrWeil,Sub,CT,CT,F,US,United States of America (the),Jungian Analyst and Clinical Specialist,Orientation
8956,16990,W,2 Payments,52,14008,IHeLp 2018 Spring,Scholarship,Advanced Practice Nurse,DrWeil,Sub,CT,CT,F,US,United States of America (the),Jungian Analyst and Clinical Specialist,Unit 1
9005,6672,G,6 monthly payments,44,85016,IHeLp 2014 Summer,Regular,Other,Prevention,Other,,,M,Canada,Canada,Registered Pharmacist,Unit 1
9005,6672,G,6 monthly payments,22,52440,IHeLp 2014 Summer,Regular,Other,Prevention,Other,,,M,Canada,Canada,Registered Pharmacist,Unit 4
9005,6672,G,6 monthly payments,21,99914,IHeLp 2014 Summer,Regular,Other,Prevention,Other,,,M,Canada,Canada,Registered Pharmacist,Unit 2
9005,6672,G,6 monthly payments,19,62372,IHeLp 2014 Summer,Regular,Other,Prevention,Other,,,M,Canada,Canada,Registered Pharmacist,Unit 3
9497,6534,G,1 Payment,18,41666,IHeLp 2014 Summer,Regular,Registered Nurse,AF member,Specialty Not Listed,OH,,M,USA,,Registered Nurse,Unit 3
9497,6534,G,1 Payment,18,66745,IHeLp 2014 Summer,Regular,Registered Nurse,AF member,Specialty Not Listed,OH,,M,USA,,Registered Nurse,Unit 2
9497,6534,G,1 Payment,47,56793,IHeLp 2014 Summer,Regular,Registered Nurse,AF member,Specialty Not Listed,OH,,M,USA,,Registered Nurse,Unit 1
9497,6534,G,1 Payment,25,35031,IHeLp 2014 Summer,Regular,Registered Nurse,AF member,Specialty Not Listed,OH,,M,USA,,Registered Nurse,Unit 4
9925,8366,G,1 Payment,28,91797,IHeLp 2015 Summer,Scholarship,Registered Dietitian,Other,Other,CA,,F,,,Clinical Dietitian,Unit 2
9925,8366,G,1 Payment,52,91797,IHeLp 2015 Summer,Scholarship,Registered Dietitian,Other,Other,CA,,F,,,Clinical Dietitian,Unit 1
9925,8366,G,1 Payment,1,11793,IHeLp 2015 Summer,Scholarship,Registered Dietitian,Other,Other,CA,,F,,,Clinical Dietitian,Orientation
9925,8366,G,1 Payment,23,55461,IHeLp 2015 Summer,Scholarship,Registered Dietitian,Other,Other,CA,,F,,,Clinical Dietitian,Unit 4
9925,8366,G,1 Payment,25,86060,IHeLp 2015 Summer,Scholarship,Registered Dietitian,Other,Other,CA,,F,,,Clinical Dietitian,Unit 3
10429,6176,G,1 Payment,23,77561,IHeLp 2014 Summer,Regular,Registered Dietitian,Brochure/Mailing,Other,FL,FL,F,USA,USA,Oncology Dietitian,Unit 3
10429,6176,G,1 Payment,20,65211,IHeLp 2014 Summer,Regular,Registered Dietitian,Brochure/Mailing,Other,FL,FL,F,USA,USA,Oncology Dietitian,Unit 4
10429,6176,G,1 Payment,36,105721,IHeLp 2014 Summer,Regular,Registered Dietitian,Brochure/Mailing,Other,FL,FL,F,USA,USA,Oncology Dietitian,Unit 1
10429,6176,G,1 Payment,31,124247,IHeLp 2014 Summer,Regular,Registered Dietitian,Brochure/Mailing,Other,FL,FL,F,USA,USA,Oncology Dietitian,Unit 2
11066,6130,G,1 Payment,50,55219,IHeLp 2014 Summer,Regular,Registered Dietitian,Other,Other,CA,CA,F,US,US,,Unit 1
11066,6130,G,1 Payment,30,34061,IHeLp 2014 Summer,Regular,Registered Dietitian,Other,Other,CA,CA,F,US,US,,Unit 4
11066,6130,G,1 Payment,26,64896,IHeLp 2014 Summer,Regular,Registered Dietitian,Other,Other,CA,CA,F,US,US,,Unit 2
11066,6130,G,1 Payment,22,40511,IHeLp 2014 Summer,Regular,Registered Dietitian,Other,Other,CA,CA,F,US,US,,Unit 3
12212,10014,G,1 Payment,1,9543,IHeLp 2016 Summer,Scholarship,Registered Nurse,Other,Other,CA,CA,F,US,US,,Orientation
12212,8573,D,1 Payment,54,47387,IHeLp 2015 Summer,Scholarship,Registered Nurse,Other,Other,CA,CA,F,US,US,,Unit 1
12212,8573,D,1 Payment,1,12176,IHeLp 2015 Summer,Scholarship,Registered Nurse,Other,Other,CA,CA,F,US,US,,Orientation
12212,8573,D,1 Payment,37,44425,IHeLp 2015 Summer,Scholarship,Registered Nurse,Other,Other,CA,CA,F,US,US,,Unit 3
12212,10014,G,1 Payment,29,22377,IHeLp 2016 Summer,Scholarship,Registered Nurse,Other,Other,CA,CA,F,US,US,,Unit 4
12212,8573,D,1 Payment,49,47387,IHeLp 2015 Summer,Scholarship,Registered Nurse,Other,Other,CA,CA,F,US,US,,Unit 1
12212,8573,D,1 Payment,47,47387,IHeLp 2015 Summer,Scholarship,Registered Nurse,Other,Other,CA,CA,F,US,US,,Unit 2
12212,10014,G,1 Payment,47,38666,IHeLp 2016 Summer,Scholarship,Registered Nurse,Other,Other,CA,CA,F,US,US,,Unit 2
12212,8573,D,1 Payment,29,28630,IHeLp 2015 Summer,Scholarship,Registered Nurse,Other,Other,CA,CA,F,US,US,,Unit 4
12212,10014,G,1 Payment,49,42944,IHeLp 2016 Summer,Scholarship,Registered Nurse,Other,Other,CA,CA,F,US,US,,Unit 1
12212,10014,G,1 Payment,37,43273,IHeLp 2016 Summer,Scholarship,Registered Nurse,Other,Other,CA,CA,F,US,US,,Unit 3
12212,10014,G,1 Payment,54,42944,IHeLp 2016 Summer,Scholarship,Registered Nurse,Other,Other,CA,CA,F,US,US,,Unit 1
12514,15186,G,6 Monthly Payments,35,26417,IHeLp 2017 Summer,Regular,Registered Dietitian,DrWeil,Other,WA,WA,F,US,USA,,Unit 2
12514,15186,G,6 Monthly Payments,56,26417,IHeLp 2017 Summer,Regular,Registered Dietitian,DrWeil,Other,WA,WA,F,US,USA,,Unit 1
12514,15186,G,6 Monthly Payments,38,17611,IHeLp 2017 Summer,Regular,Registered Dietitian,DrWeil,Other,WA,WA,F,US,USA,,Unit 4
12514,15186,G,6 Monthly Payments,40,29352,IHeLp 2017 Summer,Regular,Registered Dietitian,DrWeil,Other,WA,WA,F,US,USA,,Unit 3
12598,6573,G,1 Payment,49,133939,IHeLp 2014 Summer,Regular,Registered Nurse,Other,Other,AZ,AZ,F,,US,Instructor Tai Chi-GroupFitness-IHeLp,Unit 1
12598,6573,G,1 Payment,41,82617,IHeLp 2014 Summer,Regular,Registered Nurse,Other,Other,AZ,AZ,F,,US,Instructor Tai Chi-GroupFitness-IHeLp,Unit 4
12598,6573,G,1 Payment,36,98264,IHeLp 2014 Summer,Regular,Registered Nurse,Other,Other,AZ,AZ,F,,US,Instructor Tai Chi-GroupFitness-IHeLp,Unit 3
12598,6573,G,1 Payment,26,157410,IHeLp 2014 Summer,Regular,Registered Nurse,Other,Other,AZ,AZ,F,,US,Instructor Tai Chi-GroupFitness-IHeLp,Unit 2
13253,8615,D,1 Payment,43,26210,IHeLp 2015 Summer,Regular,Therapist,Other,Other,,WV,F,UAE,United Arab Emirates,,Unit 1
13253,8615,D,1 Payment,28,26210,IHeLp 2015 Summer,Regular,Therapist,Other,Other,,WV,F,UAE,United Arab Emirates,,Unit 2
13910,9094,G,1 Payment,25,102286,IHeLp 2016 Spring,Regular,Dentist,Web,Other,NC,NC,F,United Sta,United States,Pediatric Dentist/Owner,Unit 2
13910,9094,G,1 Payment,33,99277,IHeLp 2016 Spring,Regular,Dentist,Web,Other,NC,NC,F,United Sta,United States,Pediatric Dentist/Owner,Unit 3
13910,9094,G,1 Payment,28,62174,IHeLp 2016 Spring,Regular,Dentist,Web,Other,NC,NC,F,United Sta,United States,Pediatric Dentist/Owner,Unit 4
13910,9094,G,1 Payment,1,13371,IHeLp 2016 Spring,Regular,Dentist,Web,Other,NC,NC,F,United Sta,United States,Pediatric Dentist/Owner,Orientation
13910,9094,G,1 Payment,51,105294,IHeLp 2016 Spring,Regular,Dentist,Web,Other,NC,NC,F,United Sta,United States,Pediatric Dentist/Owner,Unit 1
14044,10342,W,6 Monthly Payments,1,119,IHeLp 2016 Summer,Scholarship,Other,CIM faculty,Other,AZ,AZ,F,US,US,,Orientation
16274,7237,G,1 Payment,34,23401,IHeLp 2014 Winter,Regular Discounted,Certified Clinical Nutritionist,,,AZ,AZ,F,US,US,,Unit 4
16274,7237,G,1 Payment,45,43202,IHeLp 2014 Winter,Regular Discounted,Certified Clinical Nutritionist,,,AZ,AZ,F,US,US,,Unit 1
16274,7237,G,1 Payment,27,39152,IHeLp 2014 Winter,Regular Discounted,Certified Clinical Nutritionist,,,AZ,AZ,F,US,US,,Unit 2
16274,7237,G,1 Payment,31,37802,IHeLp 2014 Winter,Regular Discounted,Certified Clinical Nutritionist,,,AZ,AZ,F,US,US,,Unit 3
16435,7215,G,1 Payment,25,24579,IHeLp 2014 Winter,Regular Discounted,Registered Nurse,,,AZ,,F,US,,Holistic Nurse,Unit 2
16435,7215,G,1 Payment,40,27122,IHeLp 2014 Winter,Regular Discounted,Registered Nurse,,,AZ,,F,US,,Holistic Nurse,Unit 1
16435,7215,G,1 Payment,26,14691,IHeLp 2014 Winter,Regular Discounted,Registered Nurse,,,AZ,,F,US,,Holistic Nurse,Unit 4
16435,7215,G,1 Payment,29,23731,IHeLp 2014 Winter,Regular Discounted,Registered Nurse,,,AZ,,F,US,,Holistic Nurse,Unit 3
17210,8369,W,1 Payment,30,24310,IHeLp 2015 Summer,Scholarship,Registered Nurse,AF member,Specialty Not Listed,NM,,F,US,,Wellness Coach,Unit 2
17210,8369,W,1 Payment,28,22791,IHeLp 2015 Summer,Scholarship,Registered Nurse,AF member,Specialty Not Listed,NM,,F,US,,Wellness Coach,Unit 3
17210,8369,W,1 Payment,3,14687,IHeLp 2015 Summer,Scholarship,Registered Nurse,AF member,Specialty Not Listed,NM,,F,US,,Wellness Coach,Unit 4
17210,8369,W,1 Payment,49,24310,IHeLp 2015 Summer,Scholarship,Registered Nurse,AF member,Specialty Not Listed,NM,,F,US,,Wellness Coach,Unit 1
17210,8369,W,1 Payment,1,3123,IHeLp 2015 Summer,Scholarship,Registered Nurse,AF member,Specialty Not Listed,NM,,F,US,,Wellness Coach,Orientation
17948,6123,G,1 Payment,59,41816,IHeLp 2016 Spring,Scholarship,Counselor,DrWeil,Specialty Not Listed,AZ,AZ,F,US,US,Doctor of Behavioral Health,Unit 1
17948,6123,G,1 Payment,32,39427,IHeLp 2016 Spring,Scholarship,Counselor,DrWeil,Specialty Not Listed,AZ,AZ,F,US,US,Doctor of Behavioral Health,Unit 3
17948,6123,G,1 Payment,1,5310,IHeLp 2016 Spring,Scholarship,Counselor,DrWeil,Specialty Not Listed,AZ,AZ,F,US,US,Doctor of Behavioral Health,Orientation
17948,6123,G,1 Payment,25,24691,IHeLp 2016 Spring,Scholarship,Counselor,DrWeil,Specialty Not Listed,AZ,AZ,F,US,US,Doctor of Behavioral Health,Unit 4
17948,6123,G,1 Payment,33,40621,IHeLp 2016 Spring,Scholarship,Counselor,DrWeil,Specialty Not Listed,AZ,AZ,F,US,US,Doctor of Behavioral Health,Unit 2
18132,9030,G,6 Monthly Payments,53,41649,IHeLp 2016 Spring,Scholarship,Registered Nurse,Web,Other,AZ,AZ,F,US,US,Nurse Educator,Unit 1
18132,9030,G,6 Monthly Payments,28,39269,IHeLp 2016 Spring,Scholarship,Registered Nurse,Web,Other,AZ,AZ,F,US,US,Nurse Educator,Unit 3
18132,9030,G,6 Monthly Payments,34,40459,IHeLp 2016 Spring,Scholarship,Registered Nurse,Web,Other,AZ,AZ,F,US,US,Nurse Educator,Unit 2
18132,9030,G,6 Monthly Payments,21,24593,IHeLp 2016 Spring,Scholarship,Registered Nurse,Web,Other,AZ,AZ,F,US,US,Nurse Educator,Unit 4
18826,6452,G,6 monthly payments,36,131732,IHeLp 2014 Summer,Regular,Therapist,AF member,Other,WA,WA,F,US,US,Psychotherapist - Adult/Family,Unit 2
18826,6452,G,6 monthly payments,42,69140,IHeLp 2014 Summer,Regular,Therapist,AF member,Other,WA,WA,F,US,US,Psychotherapist - Adult/Family,Unit 4
18826,6452,G,6 monthly payments,40,82234,IHeLp 2014 Summer,Regular,Therapist,AF member,Other,WA,WA,F,US,US,Psychotherapist - Adult/Family,Unit 3
18826,6452,G,6 monthly payments,48,112090,IHeLp 2014 Summer,Regular,Therapist,AF member,Other,WA,WA,F,US,US,Psychotherapist - Adult/Family,Unit 1
18870,6577,D,1 Payment,25,58629,IHeLp 2015 Summer,Scholarship,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 2
18870,9047,G,1 Payment,44,64126,IHeLp 2016 Spring,Regular Discounted,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 1
18870,6577,D,1 Payment,26,58629,IHeLp 2015 Summer,Scholarship,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 2
18870,6577,D,1 Payment,24,54965,IHeLp 2015 Summer,Scholarship,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 3
18870,9047,G,1 Payment,25,62294,IHeLp 2016 Spring,Regular Discounted,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 2
18870,9047,G,1 Payment,21,37865,IHeLp 2016 Spring,Regular Discounted,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 4
18870,9047,G,1 Payment,1,16286,IHeLp 2016 Spring,Regular Discounted,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Orientation
18870,6577,D,1 Payment,42,58629,IHeLp 2015 Summer,Scholarship,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 1
18870,9047,G,1 Payment,42,64126,IHeLp 2016 Spring,Regular Discounted,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 1
18870,6577,D,1 Payment,1,15064,IHeLp 2015 Summer,Scholarship,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Orientation
18870,6577,D,1 Payment,21,35422,IHeLp 2015 Summer,Scholarship,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 4
18870,9047,G,1 Payment,24,60461,IHeLp 2016 Spring,Regular Discounted,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 3
18870,9047,G,1 Payment,26,62294,IHeLp 2016 Spring,Regular Discounted,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 2
18870,6577,D,1 Payment,44,58629,IHeLp 2015 Summer,Scholarship,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 1
19201,6172,G,1 Payment,27,63026,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil,Surgery,TX,,F,US,,RN,Unit 3
19201,6172,G,1 Payment,41,85908,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil,Surgery,TX,,F,US,,RN,Unit 1
19201,6172,G,1 Payment,30,100962,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil,Surgery,TX,,F,US,,RN,Unit 2
19201,6172,G,1 Payment,25,52990,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil,Surgery,TX,,F,US,,RN,Unit 4
19237,6094,G,6 monthly payments,14,30220,IHeLp 2014 Summer,Regular,Psychologist,DrWeil,Other,,NM,M,,,,Unit 2
19237,6094,G,6 monthly payments,10,15861,IHeLp 2014 Summer,Regular,Psychologist,DrWeil,Other,,NM,M,,,,Unit 4
19237,6094,G,6 monthly payments,43,25714,IHeLp 2014 Summer,Regular,Psychologist,DrWeil,Other,,NM,M,,,,Unit 1
22349,8577,G,1 Payment,32,26125,IHeLp 2015 Summer,Scholarship,Registered Nurse,,,WI,WI,F,US,US,RN Care Coordinator,Unit 4
22349,8577,G,1 Payment,60,43241,IHeLp 2015 Summer,Scholarship,Registered Nurse,,,WI,WI,F,US,US,RN Care Coordinator,Unit 1
22349,8577,G,1 Payment,1,5555,IHeLp 2015 Summer,Scholarship,Registered Nurse,,,WI,WI,F,US,US,RN Care Coordinator,Orientation
22349,8577,G,1 Payment,27,43241,IHeLp 2015 Summer,Scholarship,Registered Nurse,,,WI,WI,F,US,US,RN Care Coordinator,Unit 2
22349,8577,G,1 Payment,26,40539,IHeLp 2015 Summer,Scholarship,Registered Nurse,,,WI,WI,F,US,US,RN Care Coordinator,Unit 3
23965,8210,G,1 Payment,33,71583,IHeLp 2015 Summer,Scholarship,Registered Nurse,DrWeil_event,Other,,,F,Australia,Australia,theatre scrub nurse,Unit 3
23965,8210,G,1 Payment,37,46132,IHeLp 2015 Summer,Scholarship,Registered Nurse,DrWeil_event,Other,,,F,Australia,Australia,theatre scrub nurse,Unit 4
23965,8210,G,1 Payment,58,76356,IHeLp 2015 Summer,Scholarship,Registered Nurse,DrWeil_event,Other,,,F,Australia,Australia,theatre scrub nurse,Unit 1
23965,8210,G,1 Payment,36,76356,IHeLp 2015 Summer,Scholarship,Registered Nurse,DrWeil_event,Other,,,F,Australia,Australia,theatre scrub nurse,Unit 2
23965,8210,G,1 Payment,1,9810,IHeLp 2015 Summer,Scholarship,Registered Nurse,DrWeil_event,Other,,,F,Australia,Australia,theatre scrub nurse,Orientation
24073,6096,G,2 Payments,29,89659,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil_event,Other,CO,,F,,,Integrative Health Coach,Unit 3
24073,6096,G,2 Payments,29,143626,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil_event,Other,CO,,F,,,Integrative Health Coach,Unit 2
24073,6096,G,2 Payments,34,75382,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil_event,Other,CO,,F,,,Integrative Health Coach,Unit 4
24073,6096,G,2 Payments,43,122211,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil_event,Other,CO,,F,,,Integrative Health Coach,Unit 1
24124,6174,G,2 Payments,18,38816,IHeLp 2014 Summer,Regular,Registered Nurse,Other,Fam_Prac,NC,NC,F,US,US,Division Officer,Unit 2
24124,6174,G,2 Payments,37,33028,IHeLp 2014 Summer,Regular,Registered Nurse,Other,Fam_Prac,NC,NC,F,US,US,Division Officer,Unit 1
24124,6174,G,2 Payments,12,20373,IHeLp 2014 Summer,Regular,Registered Nurse,Other,Fam_Prac,NC,NC,F,US,US,Division Officer,Unit 4
24124,6174,G,2 Payments,26,24231,IHeLp 2014 Summer,Regular,Registered Nurse,Other,Fam_Prac,NC,NC,F,US,US,Division Officer,Unit 3
24453,6118,G,6 monthly payments,21,28292,IHeLp 2014 Summer,Regular,Counselor,DrWeil_event,Other,TX,TX,,US,USA,CEO/Founder,Unit 4
24453,6118,G,6 monthly payments,38,45867,IHeLp 2014 Summer,Regular,Counselor,DrWeil_event,Other,TX,TX,,US,USA,CEO/Founder,Unit 1
24453,6118,G,6 monthly payments,16,33650,IHeLp 2014 Summer,Regular,Counselor,DrWeil_event,Other,TX,TX,,US,USA,CEO/Founder,Unit 3
24453,6118,G,6 monthly payments,21,53904,IHeLp 2014 Summer,Regular,Counselor,DrWeil_event,Other,TX,TX,,US,USA,CEO/Founder,Unit 2
24455,6124,G,2 Payments,28,33244,IHeLp 2014 Summer,Regular,Registered Dietitian,Other,Other,IL,IL,F,US,US,Nutrition Supervisor,Unit 4
24455,6124,G,2 Payments,29,39540,IHeLp 2014 Summer,Regular,Registered Dietitian,Other,Other,IL,IL,F,US,US,Nutrition Supervisor,Unit 3
24455,6124,G,2 Payments,22,63340,IHeLp 2014 Summer,Regular,Registered Dietitian,Other,Other,IL,IL,F,US,US,Nutrition Supervisor,Unit 2
24455,6124,G,2 Payments,40,53895,IHeLp 2014 Summer,Regular,Registered Dietitian,Other,Other,IL,IL,F,US,US,Nutrition Supervisor,Unit 1
24523,6135,G,1 Payment,35,66784,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil,Other,AZ,,F,US,,VP Clinical Business Process Integration,Unit 1
24523,6135,G,1 Payment,34,41194,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil,Other,AZ,,F,US,,VP Clinical Business Process Integration,Unit 4
24523,6135,G,1 Payment,27,78487,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil,Other,AZ,,F,US,,VP Clinical Business Process Integration,Unit 2
24523,6135,G,1 Payment,23,48996,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil,Other,AZ,,F,US,,VP Clinical Business Process Integration,Unit 3
24534,6674,G,2 Payments,24,93121,IHeLp 2014 Summer,Regular,Registered Dietitian,Other,Other,,UT,F,,US,Dietetics Program Director,Unit 3
24534,6674,G,2 Payments,32,149171,IHeLp 2014 Summer,Regular,Registered Dietitian,Other,Other,,UT,F,,US,Dietetics Program Director,Unit 2
24534,6674,G,2 Payments,40,126929,IHeLp 2014 Summer,Regular,Registered Dietitian,Other,Other,,UT,F,,US,Dietetics Program Director,Unit 1
24534,6674,G,2 Payments,26,78293,IHeLp 2014 Summer,Regular,Registered Dietitian,Other,Other,,UT,F,,US,Dietetics Program Director,Unit 4
24541,6126,W,6 monthly payments,12,3158,IHeLp 2014 Summer,Regular,Counselor,Brochure/Mailing,Other,AZ,AZ,F,US,US,Psychotherapist,Unit 1
24615,6182,G,2 Payments,45,51662,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil,Other,AZ,AZ,F,US,US,Flight Nurse,Unit 1
24615,6182,G,2 Payments,22,31866,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil,Other,AZ,AZ,F,US,US,Flight Nurse,Unit 4
24615,6182,G,2 Payments,15,60715,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil,Other,AZ,AZ,F,US,US,Flight Nurse,Unit 2
24615,6182,G,2 Payments,18,37901,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil,Other,AZ,AZ,F,US,US,Flight Nurse,Unit 3
24760,6300,G,1 Payment,21,33787,IHeLp 2014 Summer,Regular,Counselor,CIM faculty,Other,,,F,,,,Unit 4
24760,6300,G,1 Payment,47,54776,IHeLp 2014 Summer,Regular,Counselor,CIM faculty,Other,,,F,,,,Unit 1
