user_id,application_id,status_id,payment_plan,response,hours_online,program_name,application_type_name,professional_assoc,referrer,practice_type,home_state,work_state,gender,home_country,work_country,job_title,curriculum_id,check
8451,6120,G,2 Payments,21,98848,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil,Other,,,F,Canada,,Registered Nurse,Unit 4,679.5151194444445
8451,6120,G,2 Payments,39,160253,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil,Other,,,F,Canada,,Registered Nurse,Unit 1,888.3969208333333
8956,16990,W,2 Payments,1,8490,IHeLp 2018 Spring,Scholarship,Advanced Practice Nurse,DrWeil,Sub,CT,CT,F,US,United States of America (the),Jungian Analyst and Clinical Specialist,Orientation,16.629543055555555
8956,16990,W,2 Payments,52,14008,IHeLp 2018 Spring,Scholarship,Advanced Practice Nurse,DrWeil,Sub,CT,CT,F,US,United States of America (the),Jungian Analyst and Clinical Specialist,Unit 1,777.4634924999997
9005,6672,G,6 monthly payments,44,85016,IHeLp 2014 Summer,Regular,Other,Prevention,Other,,,M,Canada,Canada,Registered Pharmacist,Unit 1,871.1212902777777
9005,6672,G,6 monthly payments,22,52440,IHeLp 2014 Summer,Regular,Other,Prevention,Other,,,M,Canada,Canada,Registered Pharmacist,Unit 4,717.0836955555556
9005,6672,G,6 monthly payments,21,99914,IHeLp 2014 Summer,Regular,Other,Prevention,Other,,,M,Canada,Canada,Registered Pharmacist,Unit 2,1007.6306191666664
9005,6672,G,6 monthly payments,19,62372,IHeLp 2014 Summer,Regular,Other,Prevention,Other,,,M,Canada,Canada,Registered Pharmacist,Unit 3,547.5422994444443
9497,6534,G,1 Payment,18,41666,IHeLp 2014 Summer,Regular,Registered Nurse,AF member,Specialty Not Listed,OH,,M,USA,,Registered Nurse,Unit 3,706.8934672222223
9497,6534,G,1 Payment,18,66745,IHeLp 2014 Summer,Regular,Registered Nurse,AF member,Specialty Not Listed,OH,,M,USA,,Registered Nurse,Unit 2,850.6396883333333
9497,6534,G,1 Payment,47,56793,IHeLp 2014 Summer,Regular,Registered Nurse,AF member,Specialty Not Listed,OH,,M,USA,,Registered Nurse,Unit 1,964.6784458333333
9497,6534,G,1 Payment,25,35031,IHeLp 2014 Summer,Regular,Registered Nurse,AF member,Specialty Not Listed,OH,,M,USA,,Registered Nurse,Unit 4,675.3225897222222
9925,8366,G,1 Payment,28,91797,IHeLp 2015 Summer,Scholarship,Registered Dietitian,Other,Other,CA,,F,,,Clinical Dietitian,Unit 2,959.6830302777776
9925,8366,G,1 Payment,52,91797,IHeLp 2015 Summer,Scholarship,Registered Dietitian,Other,Other,CA,,F,,,Clinical Dietitian,Unit 1,967.0262133333333
9925,8366,G,1 Payment,1,11793,IHeLp 2015 Summer,Scholarship,Registered Dietitian,Other,Other,CA,,F,,,Clinical Dietitian,Orientation,266.4812
9925,8366,G,1 Payment,23,55461,IHeLp 2015 Summer,Scholarship,Registered Dietitian,Other,Other,CA,,F,,,Clinical Dietitian,Unit 4,1004.15254
9925,8366,G,1 Payment,25,86060,IHeLp 2015 Summer,Scholarship,Registered Dietitian,Other,Other,CA,,F,,,Clinical Dietitian,Unit 3,991.6020744444444
10429,6176,G,1 Payment,23,77561,IHeLp 2014 Summer,Regular,Registered Dietitian,Brochure/Mailing,Other,FL,FL,F,USA,USA,Oncology Dietitian,Unit 3,715.2135777777777
10429,6176,G,1 Payment,20,65211,IHeLp 2014 Summer,Regular,Registered Dietitian,Brochure/Mailing,Other,FL,FL,F,USA,USA,Oncology Dietitian,Unit 4,761.5045066666668
10429,6176,G,1 Payment,36,105721,IHeLp 2014 Summer,Regular,Registered Dietitian,Brochure/Mailing,Other,FL,FL,F,USA,USA,Oncology Dietitian,Unit 1,785.4134230555555
10429,6176,G,1 Payment,31,124247,IHeLp 2014 Summer,Regular,Registered Dietitian,Brochure/Mailing,Other,FL,FL,F,USA,USA,Oncology Dietitian,Unit 2,910.7468191666667
11066,6130,G,1 Payment,50,55219,IHeLp 2014 Summer,Regular,Registered Dietitian,Other,Other,CA,CA,F,US,US,,Unit 1,952.1901658333336
11066,6130,G,1 Payment,30,34061,IHeLp 2014 Summer,Regular,Registered Dietitian,Other,Other,CA,CA,F,US,US,,Unit 4,732.0700127777777
11066,6130,G,1 Payment,26,64896,IHeLp 2014 Summer,Regular,Registered Dietitian,Other,Other,CA,CA,F,US,US,,Unit 2,943.0903222222224
11066,6130,G,1 Payment,22,40511,IHeLp 2014 Summer,Regular,Registered Dietitian,Other,Other,CA,CA,F,US,US,,Unit 3,1012.0107138888887
12212,10014,G,1 Payment,1,9543,IHeLp 2016 Summer,Scholarship,Registered Nurse,Other,Other,CA,CA,F,US,US,,Orientation,18.455494166666664
12212,8573,D,1 Payment,54,47387,IHeLp 2015 Summer,Scholarship,Registered Nurse,Other,Other,CA,CA,F,US,US,,Unit 1,918.005063611111
12212,8573,D,1 Payment,1,12176,IHeLp 2015 Summer,Scholarship,Registered Nurse,Other,Other,CA,CA,F,US,US,,Orientation,18.455494166666664
12212,8573,D,1 Payment,37,44425,IHeLp 2015 Summer,Scholarship,Registered Nurse,Other,Other,CA,CA,F,US,US,,Unit 3,870.7441822222223
12212,10014,G,1 Payment,29,22377,IHeLp 2016 Summer,Scholarship,Registered Nurse,Other,Other,CA,CA,F,US,US,,Unit 4,973.1044630555556
12212,8573,D,1 Payment,49,47387,IHeLp 2015 Summer,Scholarship,Registered Nurse,Other,Other,CA,CA,F,US,US,,Unit 1,918.005063611111
12212,8573,D,1 Payment,47,47387,IHeLp 2015 Summer,Scholarship,Registered Nurse,Other,Other,CA,CA,F,US,US,,Unit 2,853.5594672222223
12212,10014,G,1 Payment,47,38666,IHeLp 2016 Summer,Scholarship,Registered Nurse,Other,Other,CA,CA,F,US,US,,Unit 2,853.5594672222223
12212,8573,D,1 Payment,29,28630,IHeLp 2015 Summer,Scholarship,Registered Nurse,Other,Other,CA,CA,F,US,US,,Unit 4,973.1044630555556
12212,10014,G,1 Payment,49,42944,IHeLp 2016 Summer,Scholarship,Registered Nurse,Other,Other,CA,CA,F,US,US,,Unit 1,918.005063611111
12212,10014,G,1 Payment,37,43273,IHeLp 2016 Summer,Scholarship,Registered Nurse,Other,Other,CA,CA,F,US,US,,Unit 3,870.7441822222223
12212,10014,G,1 Payment,54,42944,IHeLp 2016 Summer,Scholarship,Registered Nurse,Other,Other,CA,CA,F,US,US,,Unit 1,918.005063611111
12514,15186,G,6 Monthly Payments,35,26417,IHeLp 2017 Summer,Regular,Registered Dietitian,DrWeil,Other,WA,WA,F,US,USA,,Unit 2,953.6881083333333
12514,15186,G,6 Monthly Payments,56,26417,IHeLp 2017 Summer,Regular,Registered Dietitian,DrWeil,Other,WA,WA,F,US,USA,,Unit 1,935.7267955555556
12514,15186,G,6 Monthly Payments,38,17611,IHeLp 2017 Summer,Regular,Registered Dietitian,DrWeil,Other,WA,WA,F,US,USA,,Unit 4,670.6625727777778
12514,15186,G,6 Monthly Payments,40,29352,IHeLp 2017 Summer,Regular,Registered Dietitian,DrWeil,Other,WA,WA,F,US,USA,,Unit 3,824.1612402777777
12598,6573,G,1 Payment,49,133939,IHeLp 2014 Summer,Regular,Registered Nurse,Other,Other,AZ,AZ,F,,US,Instructor Tai Chi-GroupFitness-IHeLp,Unit 1,949.3205152777778
12598,6573,G,1 Payment,41,82617,IHeLp 2014 Summer,Regular,Registered Nurse,Other,Other,AZ,AZ,F,,US,Instructor Tai Chi-GroupFitness-IHeLp,Unit 4,954.9688252777776
12598,6573,G,1 Payment,36,98264,IHeLp 2014 Summer,Regular,Registered Nurse,Other,Other,AZ,AZ,F,,US,Instructor Tai Chi-GroupFitness-IHeLp,Unit 3,966.7534880555555
12598,6573,G,1 Payment,26,157410,IHeLp 2014 Summer,Regular,Registered Nurse,Other,Other,AZ,AZ,F,,US,Instructor Tai Chi-GroupFitness-IHeLp,Unit 2,961.4199152777776
13253,8615,D,1 Payment,43,26210,IHeLp 2015 Summer,Regular,Therapist,Other,Other,,WV,F,UAE,United Arab Emirates,,Unit 1,613.7260294444444
13253,8615,D,1 Payment,28,26210,IHeLp 2015 Summer,Regular,Therapist,Other,Other,,WV,F,UAE,United Arab Emirates,,Unit 2,1511.4140905555555
13910,9094,G,1 Payment,25,102286,IHeLp 2016 Spring,Regular,Dentist,Web,Other,NC,NC,F,United Sta,United States,Pediatric Dentist/Owner,Unit 2,981.6382047222224
13910,9094,G,1 Payment,33,99277,IHeLp 2016 Spring,Regular,Dentist,Web,Other,NC,NC,F,United Sta,United States,Pediatric Dentist/Owner,Unit 3,1005.0531180555556
13910,9094,G,1 Payment,28,62174,IHeLp 2016 Spring,Regular,Dentist,Web,Other,NC,NC,F,United Sta,United States,Pediatric Dentist/Owner,Unit 4,1370.0807266666668
13910,9094,G,1 Payment,1,13371,IHeLp 2016 Spring,Regular,Dentist,Web,Other,NC,NC,F,United Sta,United States,Pediatric Dentist/Owner,Orientation,0.7691022222222222
13910,9094,G,1 Payment,51,105294,IHeLp 2016 Spring,Regular,Dentist,Web,Other,NC,NC,F,United Sta,United States,Pediatric Dentist/Owner,Unit 1,969.3424380555556
14044,10342,W,6 Monthly Payments,1,119,IHeLp 2016 Summer,Scholarship,Other,CIM faculty,Other,AZ,AZ,F,US,US,,Orientation,0.32681944444444444
16274,7237,G,1 Payment,34,23401,IHeLp 2014 Winter,Regular Discounted,Certified Clinical Nutritionist,,,AZ,AZ,F,US,US,,Unit 4,1273.7583833333333
16274,7237,G,1 Payment,45,43202,IHeLp 2014 Winter,Regular Discounted,Certified Clinical Nutritionist,,,AZ,AZ,F,US,US,,Unit 1,960.4147230555556
16274,7237,G,1 Payment,27,39152,IHeLp 2014 Winter,Regular Discounted,Certified Clinical Nutritionist,,,AZ,AZ,F,US,US,,Unit 2,980.817208611111
16274,7237,G,1 Payment,31,37802,IHeLp 2014 Winter,Regular Discounted,Certified Clinical Nutritionist,,,AZ,AZ,F,US,US,,Unit 3,1084.801502222222
16435,7215,G,1 Payment,25,24579,IHeLp 2014 Winter,Regular Discounted,Registered Nurse,,,AZ,,F,US,,Holistic Nurse,Unit 2,1219.4861577777776
16435,7215,G,1 Payment,40,27122,IHeLp 2014 Winter,Regular Discounted,Registered Nurse,,,AZ,,F,US,,Holistic Nurse,Unit 1,1082.6286372222226
16435,7215,G,1 Payment,26,14691,IHeLp 2014 Winter,Regular Discounted,Registered Nurse,,,AZ,,F,US,,Holistic Nurse,Unit 4,767.3446858333333
16435,7215,G,1 Payment,29,23731,IHeLp 2014 Winter,Regular Discounted,Registered Nurse,,,AZ,,F,US,,Holistic Nurse,Unit 3,736.7112147222223
17210,8369,W,1 Payment,30,24310,IHeLp 2015 Summer,Scholarship,Registered Nurse,AF member,Specialty Not Listed,NM,,F,US,,Wellness Coach,Unit 2,804.1938508333333
17210,8369,W,1 Payment,28,22791,IHeLp 2015 Summer,Scholarship,Registered Nurse,AF member,Specialty Not Listed,NM,,F,US,,Wellness Coach,Unit 3,878.3331633333332
17210,8369,W,1 Payment,3,14687,IHeLp 2015 Summer,Scholarship,Registered Nurse,AF member,Specialty Not Listed,NM,,F,US,,Wellness Coach,Unit 4,0.0
17210,8369,W,1 Payment,49,24310,IHeLp 2015 Summer,Scholarship,Registered Nurse,AF member,Specialty Not Listed,NM,,F,US,,Wellness Coach,Unit 1,901.1926261111107
17210,8369,W,1 Payment,1,3123,IHeLp 2015 Summer,Scholarship,Registered Nurse,AF member,Specialty Not Listed,NM,,F,US,,Wellness Coach,Orientation,386.0259261111111
17948,6123,G,1 Payment,59,41816,IHeLp 2016 Spring,Scholarship,Counselor,DrWeil,Specialty Not Listed,AZ,AZ,F,US,US,Doctor of Behavioral Health,Unit 1,721.9166697222223
17948,6123,G,1 Payment,32,39427,IHeLp 2016 Spring,Scholarship,Counselor,DrWeil,Specialty Not Listed,AZ,AZ,F,US,US,Doctor of Behavioral Health,Unit 3,315.5152472222222
17948,6123,G,1 Payment,1,5310,IHeLp 2016 Spring,Scholarship,Counselor,DrWeil,Specialty Not Listed,AZ,AZ,F,US,US,Doctor of Behavioral Health,Orientation,0.7852927777777778
17948,6123,G,1 Payment,25,24691,IHeLp 2016 Spring,Scholarship,Counselor,DrWeil,Specialty Not Listed,AZ,AZ,F,US,US,Doctor of Behavioral Health,Unit 4,555.9643419444443
17948,6123,G,1 Payment,33,40621,IHeLp 2016 Spring,Scholarship,Counselor,DrWeil,Specialty Not Listed,AZ,AZ,F,US,US,Doctor of Behavioral Health,Unit 2,795.6250022222223
18132,9030,G,6 Monthly Payments,53,41649,IHeLp 2016 Spring,Scholarship,Registered Nurse,Web,Other,AZ,AZ,F,US,US,Nurse Educator,Unit 1,933.088557777778
18132,9030,G,6 Monthly Payments,28,39269,IHeLp 2016 Spring,Scholarship,Registered Nurse,Web,Other,AZ,AZ,F,US,US,Nurse Educator,Unit 3,938.0509694444444
18132,9030,G,6 Monthly Payments,34,40459,IHeLp 2016 Spring,Scholarship,Registered Nurse,Web,Other,AZ,AZ,F,US,US,Nurse Educator,Unit 2,863.1166608333333
18132,9030,G,6 Monthly Payments,21,24593,IHeLp 2016 Spring,Scholarship,Registered Nurse,Web,Other,AZ,AZ,F,US,US,Nurse Educator,Unit 4,1058.4513463888886
18826,6452,G,6 monthly payments,36,131732,IHeLp 2014 Summer,Regular,Therapist,AF member,Other,WA,WA,F,US,US,Psychotherapist - Adult/Family,Unit 2,889.3965080555556
18826,6452,G,6 monthly payments,42,69140,IHeLp 2014 Summer,Regular,Therapist,AF member,Other,WA,WA,F,US,US,Psychotherapist - Adult/Family,Unit 4,792.7979975000003
18826,6452,G,6 monthly payments,40,82234,IHeLp 2014 Summer,Regular,Therapist,AF member,Other,WA,WA,F,US,US,Psychotherapist - Adult/Family,Unit 3,270.6837341666667
18826,6452,G,6 monthly payments,48,112090,IHeLp 2014 Summer,Regular,Therapist,AF member,Other,WA,WA,F,US,US,Psychotherapist - Adult/Family,Unit 1,791.829195
18870,6577,D,1 Payment,25,58629,IHeLp 2015 Summer,Scholarship,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 2,867.4164655555555
18870,9047,G,1 Payment,44,64126,IHeLp 2016 Spring,Regular Discounted,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 1,782.2191177777777
18870,6577,D,1 Payment,26,58629,IHeLp 2015 Summer,Scholarship,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 2,867.4164655555555
18870,6577,D,1 Payment,24,54965,IHeLp 2015 Summer,Scholarship,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 3,993.851581111111
18870,9047,G,1 Payment,25,62294,IHeLp 2016 Spring,Regular Discounted,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 2,867.4164655555555
18870,9047,G,1 Payment,21,37865,IHeLp 2016 Spring,Regular Discounted,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 4,1022.9680025
18870,9047,G,1 Payment,1,16286,IHeLp 2016 Spring,Regular Discounted,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Orientation,223.165075
18870,6577,D,1 Payment,42,58629,IHeLp 2015 Summer,Scholarship,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 1,782.2191177777777
18870,9047,G,1 Payment,42,64126,IHeLp 2016 Spring,Regular Discounted,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 1,782.2191177777777
18870,6577,D,1 Payment,1,15064,IHeLp 2015 Summer,Scholarship,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Orientation,223.165075
18870,6577,D,1 Payment,21,35422,IHeLp 2015 Summer,Scholarship,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 4,1022.9680025
18870,9047,G,1 Payment,24,60461,IHeLp 2016 Spring,Regular Discounted,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 3,993.851581111111
18870,9047,G,1 Payment,26,62294,IHeLp 2016 Spring,Regular Discounted,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 2,867.4164655555555
18870,6577,D,1 Payment,44,58629,IHeLp 2015 Summer,Scholarship,Registered Dietitian,Other,Specialty Not Listed,ID,,F,US,,"Wellness Coordinator, RD",Unit 1,782.2191177777777
19201,6172,G,1 Payment,27,63026,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil,Surgery,TX,,F,US,,RN,Unit 3,919.5482877777775
19201,6172,G,1 Payment,41,85908,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil,Surgery,TX,,F,US,,RN,Unit 1,807.9082547222223
19201,6172,G,1 Payment,30,100962,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil,Surgery,TX,,F,US,,RN,Unit 2,966.5657227777778
19201,6172,G,1 Payment,25,52990,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil,Surgery,TX,,F,US,,RN,Unit 4,942.0057694444445
19237,6094,G,6 monthly payments,14,30220,IHeLp 2014 Summer,Regular,Psychologist,DrWeil,Other,,NM,M,,,,Unit 2,1010.7252641666664
19237,6094,G,6 monthly payments,10,15861,IHeLp 2014 Summer,Regular,Psychologist,DrWeil,Other,,NM,M,,,,Unit 4,973.6066394444445
19237,6094,G,6 monthly payments,43,25714,IHeLp 2014 Summer,Regular,Psychologist,DrWeil,Other,,NM,M,,,,Unit 1,827.1418477777777
22349,8577,G,1 Payment,32,26125,IHeLp 2015 Summer,Scholarship,Registered Nurse,,,WI,WI,F,US,US,RN Care Coordinator,Unit 4,1117.1972444444446
22349,8577,G,1 Payment,60,43241,IHeLp 2015 Summer,Scholarship,Registered Nurse,,,WI,WI,F,US,US,RN Care Coordinator,Unit 1,959.0701838888887
22349,8577,G,1 Payment,1,5555,IHeLp 2015 Summer,Scholarship,Registered Nurse,,,WI,WI,F,US,US,RN Care Coordinator,Orientation,8.0598475
22349,8577,G,1 Payment,27,43241,IHeLp 2015 Summer,Scholarship,Registered Nurse,,,WI,WI,F,US,US,RN Care Coordinator,Unit 2,933.6694808333333
22349,8577,G,1 Payment,26,40539,IHeLp 2015 Summer,Scholarship,Registered Nurse,,,WI,WI,F,US,US,RN Care Coordinator,Unit 3,1123.1972877777778
23965,8210,G,1 Payment,33,71583,IHeLp 2015 Summer,Scholarship,Registered Nurse,DrWeil_event,Other,,,F,Australia,Australia,theatre scrub nurse,Unit 3,695.7587347222221
23965,8210,G,1 Payment,37,46132,IHeLp 2015 Summer,Scholarship,Registered Nurse,DrWeil_event,Other,,,F,Australia,Australia,theatre scrub nurse,Unit 4,645.7586533333333
23965,8210,G,1 Payment,58,76356,IHeLp 2015 Summer,Scholarship,Registered Nurse,DrWeil_event,Other,,,F,Australia,Australia,theatre scrub nurse,Unit 1,957.3885483333332
23965,8210,G,1 Payment,36,76356,IHeLp 2015 Summer,Scholarship,Registered Nurse,DrWeil_event,Other,,,F,Australia,Australia,theatre scrub nurse,Unit 2,928.2857286111113
23965,8210,G,1 Payment,1,9810,IHeLp 2015 Summer,Scholarship,Registered Nurse,DrWeil_event,Other,,,F,Australia,Australia,theatre scrub nurse,Orientation,0.9095608333333332
24073,6096,G,2 Payments,29,89659,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil_event,Other,CO,,F,,,Integrative Health Coach,Unit 3,679.3158902777778
24073,6096,G,2 Payments,29,143626,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil_event,Other,CO,,F,,,Integrative Health Coach,Unit 2,857.3927913888889
24073,6096,G,2 Payments,34,75382,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil_event,Other,CO,,F,,,Integrative Health Coach,Unit 4,730.373765
24073,6096,G,2 Payments,43,122211,IHeLp 2014 Summer,Regular,Registered Nurse,DrWeil_event,Other,CO,,F,,,Integrative Health Coach,Unit 1,847.4004433333333
24124,6174,G,2 Payments,18,38816,IHeLp 2014 Summer,Regular,Registered Nurse,Other,Fam_Prac,NC,NC,F,US,US,Division Officer,Unit 2,1058.006536111111
24124,6174,G,2 Payments,37,33028,IHeLp 2014 Summer,Regular,Registered Nurse,Other,Fam_Prac,NC,NC,F,US,US,Division Officer,Unit 1,773.0782327777777
24124,6174,G,2 Payments,12,20373,IHeLp 2014 Summer,Regular,Registered Nurse,Other,Fam_Prac,NC,NC,F,US,US,Division Officer,Unit 4,758.8843005555556
24124,6174,G,2 Payments,26,24231,IHeLp 2014 Summer,Regular,Registered Nurse,Other,Fam_Prac,NC,NC,F,US,US,Division Officer,Unit 3,788.81899
24453,6118,G,6 monthly payments,21,28292,IHeLp 2014 Summer,Regular,Counselor,DrWeil_event,Other,TX,TX,,US,USA,CEO/Founder,Unit 4,1014.2034875
24453,6118,G,6 monthly payments,38,45867,IHeLp 2014 Summer,Regular,Counselor,DrWeil_event,Other,TX,TX,,US,USA,CEO/Founder,Unit 1,964.9789916666667
24453,6118,G,6 monthly payments,16,33650,IHeLp 2014 Summer,Regular,Counselor,DrWeil_event,Other,TX,TX,,US,USA,CEO/Founder,Unit 3,846.4688822222223
24453,6118,G,6 monthly payments,21,53904,IHeLp 2014 Summer,Regular,Counselor,DrWeil_event,Other,TX,TX,,US,USA,CEO/Founder,Unit 2,973.54087
24455,6124,G,2 Payments,28,33244,IHeLp 2014 Summer,Regular,Registered Dietitian,Other,Other,IL,IL,F,US,US,Nutrition Supervisor,Unit 4,676.0909380555555
24455,6124,G,2 Payments,29,39540,IHeLp 2014 Summer,Regular,Registered Dietitian,Other,Other,IL,IL,F,US,US,Nutrition Supervisor,Unit 3,743.6691400000002
24455,6124,G,2 Payments,22,63340,IHeLp 2014 Summer,Regular,Registered Dietitian,Other,Other,IL,IL,F,US,US,Nutrition Supervisor,Unit 2,991.8026058333336
